row_type,check,status,critical,evidence,post_hoc,name,arm,seed,split,scope,groups,acquisitions,true_class_support,predicted_class_histogram,confusion_matrix,ce,brier,accuracy,macro_f1,entropy,mean_probability,protocol_verdict
summary,,observed,,,True,MLP16_seed_123,MLP16,123,test,condition:1,7,140,"[20, 60, 60]","[0, 23, 117]","[0, 20, 0, 0, 0, 60, 0, 3, 57]",1.0958298678909029,0.6613299311257365,0.40714285714285714,0.21468926553672318,1.0854233324969853,"[0.2646536069256919, 0.36362969864692013, 0.3717167030487743]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,test,condition:2,7,139,"[20, 60, 59]","[0, 85, 54]","[0, 20, 0, 0, 25, 35, 0, 40, 19]",1.0359102870512726,0.6293824292453322,0.32142857142857134,0.23088455772113936,1.0567098179452736,"[0.2093542401587829, 0.4014375456013627, 0.38920822589469106]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,test,condition:3,7,140,"[20, 60, 60]","[0, 80, 60]","[0, 20, 0, 0, 20, 40, 0, 40, 20]",1.0428921092833792,0.6338572866854663,0.2857142857142857,0.20634920634920637,1.0614687925139692,"[0.21748729811183054, 0.3958641016057559, 0.38664861204368745]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,test,held_out_source,7,419,"[60, 180, 179]","[0, 253, 166]","[0, 60, 0, 0, 73, 107, 0, 120, 59]",1.037910300556729,0.6308794878418581,0.3166666666666666,0.2274691697480303,1.0589033686479425,"[0.21286586438933566, 0.3990153070119087, 0.3881188406438608]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,test,unseen,7,140,"[20, 60, 60]","[0, 23, 117]","[0, 20, 0, 0, 0, 60, 0, 3, 57]",1.0958298678909029,0.6613299311257365,0.40714285714285714,0.21468926553672318,1.0854233324969853,"[0.2646536069256919, 0.36362969864692013, 0.3717167030487743]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,test,condition:0,7,140,"[20, 60, 60]","[0, 80, 60]","[0, 20, 0, 0, 20, 40, 0, 40, 20]",1.0401738083788328,0.6322511492560503,0.2857142857142857,0.20634920634920637,1.0633698204348545,"[0.21971659282488476, 0.3934349643332617, 0.3868484560932431]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,test,condition:1,7,140,"[20, 60, 60]","[0, 22, 118]","[0, 20, 0, 0, 0, 60, 0, 2, 58]",1.1042059159704618,0.6669420616670918,0.4142857142857143,0.21722846441947566,1.087844285689556,"[0.27382006666489994, 0.3540771804749963, 0.37210276148148946]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,test,condition:2,7,139,"[20, 60, 59]","[0, 80, 59]","[0, 20, 0, 0, 20, 40, 0, 40, 19]",1.041361240863352,0.632419879456014,0.2857142857142856,0.20634920634920628,1.061817357706825,"[0.2174833060963486, 0.39496139336125274, 0.38755531266219634]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,test,condition:3,7,140,"[20, 60, 60]","[0, 80, 60]","[0, 20, 0, 0, 20, 40, 0, 40, 20]",1.0486652482833183,0.6371637571390366,0.2857142857142857,0.20634920634920637,1.0660390985731543,"[0.22559776550957142, 0.389202723226377, 0.38519951381853673]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,test,held_out_source,7,419,"[60, 180, 179]","[0, 240, 179]","[0, 60, 0, 0, 60, 120, 0, 120, 59]",1.0434000991751677,0.6339449286170336,0.28571428571428564,0.20634920634920637,1.0637420922382779,"[0.22093255481026822, 0.3925330269736304, 0.38653442752465883]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,test,unseen,7,140,"[20, 60, 60]","[0, 22, 118]","[0, 20, 0, 0, 0, 60, 0, 2, 58]",1.1042059159704618,0.6669420616670918,0.4142857142857143,0.21722846441947566,1.087844285689556,"[0.27382006666489994, 0.3540771804749963, 0.37210276148148946]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,test,condition:0,7,140,"[20, 60, 60]","[0, 68, 72]","[0, 20, 0, 0, 8, 52, 0, 40, 20]",1.1021022394299507,0.7056929488003193,0.19999999999999998,0.14267676767676768,1.0069234489782186,"[0.17835670432874123, 0.41613688958542694, 0.4055064103433062]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,test,condition:1,7,140,"[20, 60, 60]","[89, 26, 25]","[0, 20, 0, 41, 1, 18, 48, 5, 7]",1.4065144281302182,0.8602451050045354,0.057142857142857134,0.06265389876880982,1.0415223352760015,"[0.41776137905461475, 0.2615286939378295, 0.32070992796548775]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,test,condition:2,7,139,"[20, 60, 59]","[0, 79, 60]","[0, 20, 0, 0, 19, 41, 0, 40, 19]",1.0926831210802372,0.6977545234729293,0.27857142857142847,0.20131993578690763,0.9998094416342203,"[0.16960945031500624, 0.42144748941624083, 0.4089430628358421]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,test,condition:3,7,140,"[20, 60, 60]","[2, 53, 85]","[0, 20, 0, 0, 5, 55, 2, 28, 30]",1.1230715794222694,0.7117647484234279,0.25,0.16742955955650493,1.0116617942280375,"[0.19544931929558515, 0.3922196188143321, 0.41233106585485596]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,test,held_out_source,7,419,"[60, 180, 179]","[2, 200, 217]","[0, 60, 0, 0, 32, 148, 2, 108, 69]",1.1059523133108191,0.7050707402322255,0.2428571428571428,0.17047542100672675,1.0061315616134923,"[0.18113849131311113, 0.4099346659386669, 0.4089268463446682]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,test,unseen,7,140,"[20, 60, 60]","[89, 26, 25]","[0, 20, 0, 41, 1, 18, 48, 5, 7]",1.4065144281302182,0.8602451050045354,0.057142857142857134,0.06265389876880982,1.0415223352760015,"[0.41776137905461475, 0.2615286939378295, 0.32070992796548775]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,test,condition:0,7,140,"[20, 60, 60]","[0, 98, 42]","[0, 20, 0, 0, 18, 42, 0, 60, 0]",1.0615282920854432,0.6752932344197168,0.1285714285714286,0.0759493670886076,1.0099875658489346,"[0.17183895693825826, 0.42443710672003854, 0.40372394195624767]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,test,condition:1,7,140,"[20, 60, 60]","[76, 26, 38]","[0, 20, 0, 39, 1, 20, 37, 5, 18]",1.3023765095642634,0.800527872632913,0.13571428571428573,0.13020091757633287,1.0685560529904925,"[0.38174482184861364, 0.30198916058455194, 0.31626601432050977]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,test,condition:2,7,139,"[20, 60, 59]","[0, 99, 40]","[0, 20, 0, 0, 20, 40, 0, 59, 0]",1.056887762528613,0.6718407788272194,0.14285714285714288,0.08333333333333336,1.002747304822108,"[0.16391156738189822, 0.4288384750709498, 0.4072499600568211]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,test,condition:3,7,140,"[20, 60, 60]","[0, 60, 80]","[0, 20, 0, 0, 20, 40, 0, 20, 40]",1.0785108828118868,0.6802821590585005,0.4285714285714286,0.30158730158730157,1.0155459742827013,"[0.18615777974150008, 0.4028281575867109, 0.41101406748805736]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,test,held_out_source,7,419,"[60, 180, 179]","[0, 257, 162]","[0, 60, 0, 0, 58, 122, 0, 139, 40]",1.0656423124753143,0.6758053907684789,0.23333333333333336,0.15362333400308084,1.0094269483179148,"[0.17396943468721887, 0.4187012464592336, 0.4073293231670417]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,test,unseen,7,140,"[20, 60, 60]","[76, 26, 38]","[0, 20, 0, 39, 1, 20, 37, 5, 18]",1.3023765095642634,0.800527872632913,0.13571428571428573,0.13020091757633287,1.0685560529904925,"[0.38174482184861364, 0.30198916058455194, 0.31626601432050977]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,test,condition:0,7,140,"[20, 60, 60]","[0, 40, 100]","[0, 20, 0, 0, 0, 60, 0, 20, 40]",1.0764653791274343,0.6754344427908302,0.2857142857142857,0.16666666666666663,1.0301882360534291,"[0.19441493624555206, 0.3764357595571448, 0.4291493121002401]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,test,condition:1,7,140,"[20, 60, 60]","[74, 26, 40]","[0, 20, 0, 39, 1, 20, 35, 5, 20]",1.3003573756132807,0.7918020519676041,0.15,0.14108527131782944,1.0677538381368832,"[0.377639922925404, 0.27255555848990165, 0.3498045217778001]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,test,condition:2,7,139,"[20, 60, 59]","[0, 34, 105]","[0, 20, 0, 0, 0, 60, 0, 14, 45]",1.0707904654001832,0.6713385311586221,0.3285714285714285,0.18473895582329314,1.024424628496127,"[0.18731916187036973, 0.3796380882480539, 0.4330427565464849]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,test,condition:3,7,140,"[20, 60, 60]","[0, 37, 103]","[0, 20, 0, 0, 0, 60, 0, 17, 43]",1.0941397354006768,0.6822376693042441,0.3071428571428571,0.17586912065439672,1.0310298097378559,"[0.20599352597658124, 0.3602365116987908, 0.4337699607014657]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,test,held_out_source,7,419,"[60, 180, 179]","[0, 111, 308]","[0, 60, 0, 0, 0, 180, 0, 51, 128]",1.0804651933094316,0.6763368810845655,0.3071428571428571,0.17575824771478551,1.0285475580958041,"[0.19590920803083425, 0.3721034531679968, 0.4319873431160636]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,test,unseen,7,140,"[20, 60, 60]","[74, 26, 40]","[0, 20, 0, 39, 1, 20, 35, 5, 20]",1.3003573756132807,0.7918020519676041,0.15,0.14108527131782944,1.0677538381368832,"[0.377639922925404, 0.27255555848990165, 0.3498045217778001]",pass_with_limitations
